 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 90111600                | Facilidades para encuentros
 90111700                | Facilidades para acampar
 90111800                | Cuartos de hotel
 90121500                | Agentes de viajes
 90121600                | Asistencia en documentos de viajes
 90121700                | Guías e intérpretes
 90121800                | Servicios de asistencia de emergencia en viajes
 90131500                | Actuaciones en vivo
 90131600                | Actuaciones grabadas o películas
 90141500                | Eventos profesionales deportivos
 90141600                | Promoción y patrocinio de eventos deportivos
 90141700                | Deportes aficionados y recreacionales
 90151500                | Atracciones turísticas
 90151600                | Shows viajeros
 90151700                | Parques de diversiones
 90151800                | Carnavales y ferias
 90151900                | Establecimientos de Juegos de azar y de apuestas
 90152000                | Clubes nocturnos y salones de baile
 90152100                | Servicios de conserjería
 91101500                | Facilidades de spa y ejercicios y rejuvenecimiento
 91101600                | Cuidado facial y corporal
 91101700                | Cuidado del pelo
 91101800                | Alquiler de ropa
 91101900                | Consultores de modas
 91111500                | Servicios de lavandería
 91111600                | Asistencia y cuidado del hogar
 91111700                | Servicios de compra y trueque de consumo
 91111800                | Cuidado y almacenamiento de ítems personales
 91111900                | Servicios de cuidado temporal
 92101500                | Servicios de policía
 92101600                | Servicios de bomberos
 92101700                | Sistemas de cárceles y prisiones
 92101800                | Sistemas judiciales
 92101900                | Servicios de rescate
 92111800                | Personal y disciplina militar
 92121500                | Servicios de guardias
 92121600                | Servicios de detectives
